order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,total_amount,order_status,shipping_address,payment_method
4333,4951,2022-07-27 00:00:00,Clothing,Product_351,5,92.69,463.45,Completed,4223 Pine St,Cash
4334,4921,2022-06-06 00:00:00,Garden,Product_822,2,143.92,287.84,Processing,4472 Maple St,Cash
4335,7492,2022-08-16 00:00:00,Toys,Product_671,5,382.06,1910.3,Cancelled,3069 Oak St,Bank Transfer
4336,3352,2022-10-09 00:00:00,Clothing,Product_515,8,244.59,1956.72,Pending,8527 Maple St,PayPal
4337,7196,2021-09-29 00:00:00,Electronics,Product_892,9,202.0,1818.0,Completed,3927 Elm St,Credit Card
4338,9522,2020-08-14 00:00:00,Electronics,Product_16,5,305.8,1529.0,Shipped,9072 Pine St,Debit Card
4339,1995,2021-02-05 00:00:00,Books,Product_926,3,204.46,613.38,Pending,6749 Maple St,Credit Card
4340,6169,2020-12-17 00:00:00,Sports,Product_51,1,416.55,416.55,Pending,7819 Main St,Credit Card
4341,2583,2022-08-05 00:00:00,Food,Product_158,8,413.02,3304.16,Shipped,2848 Maple St,Bank Transfer
4342,4142,2023-12-13 00:00:00,Toys,Product_146,8,209.32,1674.56,Completed,8200 Oak St,Cash
4343,584,2021-07-14 00:00:00,Beauty,Product_779,8,392.05,3136.4,Pending,3796 Pine St,PayPal
4344,715,2022-01-21 00:00:00,Garden,Product_785,8,314.23,2513.84,Completed,3777 Pine St,Credit Card
4345,4370,2021-12-04 00:00:00,Electronics,Product_989,7,178.61,1250.27,Completed,395 Elm St,Credit Card
4346,9419,2020-06-14 00:00:00,Electronics,Product_969,10,129.47,1294.7,Shipped,3329 Oak St,Credit Card
4347,4708,2020-01-06 00:00:00,Toys,Product_486,7,145.56,1018.92,Pending,7924 Elm St,Bank Transfer
4348,9459,2022-01-01 00:00:00,Home,Product_876,7,25.32,177.24,Shipped,6383 Elm St,PayPal
4349,8964,2022-02-17 00:00:00,Beauty,Product_850,6,313.05,1878.3,Pending,6207 Pine St,Credit Card
4350,4966,2023-06-21 00:00:00,Automotive,Product_770,1,226.45,226.45,Completed,4925 Main St,Credit Card
4351,2848,2020-01-19 00:00:00,Home,Product_692,9,225.09,2025.81,Shipped,6207 Maple St,Debit Card
4352,992,2023-01-02 00:00:00,Beauty,Product_834,1,439.17,439.17,Shipped,7095 Main St,Credit Card
4353,6459,2023-04-08 00:00:00,Beauty,Product_196,10,345.57,3455.7,Shipped,3990 Pine St,Cash
4354,847,2023-01-26 00:00:00,Food,Product_850,8,328.58,2628.64,Completed,987 Elm St,Cash
4355,3167,2020-02-25 00:00:00,Garden,Product_198,5,348.79,1743.95,Completed,6703 Maple St,PayPal
4356,5591,2020-05-01 00:00:00,Clothing,Product_465,2,479.08,958.16,Pending,6025 Oak St,Bank Transfer
4357,7059,2020-05-29 00:00:00,Sports,Product_261,1,493.91,493.91,Pending,3049 Main St,PayPal
4358,7491,2023-01-21 00:00:00,Toys,Product_728,7,303.85,2126.95,Processing,9762 Pine St,Debit Card
4359,8679,2023-09-01 00:00:00,Garden,Product_777,3,343.6,1030.8,Processing,4785 Main St,Debit Card
4360,6271,2023-04-06 00:00:00,Beauty,Product_56,6,280.84,1685.04,Processing,5368 Oak St,Cash
4361,3711,2020-03-13 00:00:00,Automotive,Product_496,8,311.01,2488.08,Pending,3949 Oak St,Credit Card
4362,8336,2023-11-18 00:00:00,Toys,Product_275,10,498.87,4988.7,Pending,6265 Main St,Cash
4363,1610,2022-04-10 00:00:00,Garden,Product_230,1,86.24,86.24,Cancelled,3558 Maple St,PayPal
4364,4446,2023-05-01 00:00:00,Clothing,Product_971,5,373.7,1868.5,Pending,6723 Oak St,PayPal
4365,9489,2021-12-13 00:00:00,Home,Product_133,5,131.13,655.65,Shipped,8370 Maple St,Cash
4366,4849,2023-05-11 00:00:00,Toys,Product_745,5,385.26,1926.3,Processing,9970 Elm St,PayPal
4367,4448,2022-12-10 00:00:00,Clothing,Product_317,9,202.14,1819.26,Cancelled,645 Elm St,Bank Transfer
4368,6761,2020-03-05 00:00:00,Clothing,Product_846,3,82.27,246.81,Cancelled,481 Main St,Bank Transfer
4369,8490,2023-11-23 00:00:00,Sports,Product_246,3,276.94,830.82,Cancelled,8076 Pine St,Bank Transfer
4370,1936,2023-09-09 00:00:00,Electronics,Product_742,4,206.08,824.32,Shipped,5717 Elm St,Credit Card
4371,2904,2022-06-17 00:00:00,Home,Product_135,4,278.79,1115.16,Pending,6221 Main St,PayPal
4372,6387,2020-08-29 00:00:00,Garden,Product_542,3,180.63,541.89,Cancelled,5542 Oak St,PayPal
4373,9543,2022-12-27 00:00:00,Clothing,Product_716,9,225.01,2025.09,Processing,4465 Main St,Debit Card
4374,2093,2022-07-23 00:00:00,Sports,Product_415,9,395.59,3560.31,Processing,1305 Oak St,Debit Card
4375,8634,2023-10-20 00:00:00,Food,Product_669,5,10.97,54.85,Pending,1406 Pine St,PayPal
4376,9681,2021-10-20 00:00:00,Toys,Product_173,7,400.97,2806.79,Shipped,601 Pine St,Cash
4377,224,2020-10-09 00:00:00,Books,Product_348,6,226.05,1356.3,Pending,7742 Pine St,Debit Card
4378,7003,2020-07-04 00:00:00,Automotive,Product_825,1,159.41,159.41,Processing,2390 Pine St,PayPal
4379,5456,2020-03-16 00:00:00,Books,Product_740,4,400.65,1602.6,Pending,1800 Elm St,PayPal
4380,2620,2020-06-25 00:00:00,Electronics,Product_44,1,36.35,36.35,Cancelled,1778 Maple St,Cash
4381,6372,2022-03-24 00:00:00,Food,Product_355,5,267.6,1338.0,Completed,2759 Pine St,Credit Card
4382,8211,2023-09-25 00:00:00,Home,Product_204,9,467.6,4208.4,Processing,8252 Main St,Bank Transfer
4383,3495,2021-07-12 00:00:00,Garden,Product_986,10,364.1,3641.0,Completed,7224 Pine St,Bank Transfer
4384,2687,2021-04-15 00:00:00,Sports,Product_682,3,218.0,654.0,Cancelled,6444 Oak St,Bank Transfer
4385,6401,2022-10-25 00:00:00,Books,Product_51,3,380.42,1141.26,Pending,116 Main St,PayPal
4386,9487,2023-08-30 00:00:00,Home,Product_572,7,425.3,2977.1,Cancelled,6468 Elm St,Credit Card
4387,2204,2022-05-10 00:00:00,Food,Product_303,5,62.86,314.3,Processing,2054 Oak St,Cash
4388,9983,2020-01-25 00:00:00,Garden,Product_96,7,492.85,3449.95,Pending,2048 Oak St,PayPal
4389,5049,2023-03-14 00:00:00,Clothing,Product_617,6,54.14,324.84,Completed,5260 Pine St,PayPal
4390,3648,2023-06-15 00:00:00,Sports,Product_272,9,229.2,2062.8,Processing,5228 Main St,Cash
4391,9028,2023-05-01 00:00:00,Automotive,Product_384,10,66.21,662.1,Shipped,1907 Elm St,PayPal
4392,6663,2020-02-06 00:00:00,Sports,Product_380,6,396.04,2376.24,Pending,8737 Elm St,Debit Card
4393,1199,2023-07-19 00:00:00,Sports,Product_809,4,118.69,474.76,Shipped,6653 Main St,Credit Card
4394,7535,2023-06-27 00:00:00,Home,Product_86,9,145.45,1309.05,Shipped,4699 Oak St,Bank Transfer
4395,5560,2020-08-11 00:00:00,Beauty,Product_7,2,312.81,625.62,Pending,5079 Maple St,PayPal
4396,6841,2021-12-03 00:00:00,Clothing,Product_284,3,490.68,1472.04,Completed,4118 Pine St,PayPal
4397,3177,2021-02-18 00:00:00,Toys,Product_192,7,463.24,3242.68,Processing,2322 Maple St,Debit Card
4398,8143,2023-11-22 00:00:00,Electronics,Product_771,5,341.35,1706.75,Completed,3843 Maple St,Credit Card
4399,7384,2021-01-15 00:00:00,Home,Product_756,2,297.45,594.9,Pending,4310 Pine St,Cash
4400,2786,2022-07-27 00:00:00,Clothing,Product_814,2,135.27,270.54,Pending,1708 Oak St,Debit Card
4401,4536,2023-11-14 00:00:00,Home,Product_854,8,26.95,215.6,Pending,8484 Oak St,Cash
4402,3674,2023-06-26 00:00:00,Clothing,Product_306,10,396.4,3964.0,Shipped,3073 Elm St,Credit Card
4403,1044,2020-06-07 00:00:00,Sports,Product_204,2,28.5,57.0,Processing,4157 Main St,Debit Card
4404,619,2020-11-22 00:00:00,Food,Product_873,8,104.17,833.36,Pending,7705 Maple St,Credit Card
4405,4436,2021-10-11 00:00:00,Beauty,Product_454,6,47.93,287.58,Pending,8123 Maple St,PayPal
4406,777,2023-11-19 00:00:00,Books,Product_777,7,398.85,2791.95,Shipped,1425 Pine St,PayPal
4407,689,2020-06-27 00:00:00,Toys,Product_214,3,331.04,993.12,Cancelled,2397 Main St,Debit Card
4408,993,2021-03-06 00:00:00,Food,Product_225,6,183.05,1098.3,Processing,866 Maple St,Debit Card
4409,199,2020-06-26 00:00:00,Garden,Product_107,4,460.56,1842.24,Processing,1268 Main St,Credit Card
4410,7648,2023-04-04 00:00:00,Food,Product_924,5,264.54,1322.7,Completed,9232 Elm St,Credit Card
4411,7913,2023-04-16 00:00:00,Garden,Product_620,3,73.33,219.99,Processing,8108 Elm St,Bank Transfer
4412,9832,2020-03-11 00:00:00,Electronics,Product_263,7,425.29,2977.03,Processing,412 Oak St,Debit Card
4413,6779,2023-04-23 00:00:00,Automotive,Product_200,4,186.31,745.24,Completed,486 Elm St,PayPal
4414,7489,2023-11-23 00:00:00,Garden,Product_353,6,76.76,460.56,Cancelled,7924 Oak St,Bank Transfer
4415,7812,2020-09-03 00:00:00,Automotive,Product_522,9,360.08,3240.72,Processing,934 Elm St,PayPal
4416,259,2022-03-01 00:00:00,Sports,Product_953,5,472.29,2361.45,Pending,7039 Elm St,Credit Card
4417,4912,2022-04-05 00:00:00,Toys,Product_288,1,486.0,486.0,Completed,608 Maple St,Cash
4418,2449,2021-05-16 00:00:00,Garden,Product_553,10,281.11,2811.1,Completed,8138 Pine St,Cash
4419,8551,2020-07-11 00:00:00,Toys,Product_615,5,61.59,307.95,Shipped,9503 Main St,Bank Transfer
4420,5845,2020-09-13 00:00:00,Beauty,Product_462,2,463.44,926.88,Shipped,4263 Pine St,Credit Card
4421,1012,2022-12-03 00:00:00,Clothing,Product_614,2,410.13,820.26,Shipped,7575 Oak St,Bank Transfer
4422,5631,2023-10-13 00:00:00,Beauty,Product_357,2,241.4,482.8,Processing,7700 Oak St,Bank Transfer
4423,8374,2021-02-10 00:00:00,Clothing,Product_133,8,238.8,1910.4,Completed,7539 Maple St,Bank Transfer
4424,7784,2022-03-15 00:00:00,Toys,Product_462,10,379.01,3790.1,Cancelled,4448 Pine St,Cash
4425,5450,2023-06-15 00:00:00,Sports,Product_60,9,236.27,2126.43,Completed,9308 Main St,Bank Transfer
4426,1115,2021-02-23 00:00:00,Home,Product_124,8,422.61,3380.88,Cancelled,3034 Main St,Credit Card
4427,4606,2022-08-24 00:00:00,Clothing,Product_845,1,104.29,104.29,Cancelled,8340 Maple St,PayPal
4428,9253,2021-02-02 00:00:00,Toys,Product_628,7,407.31,2851.17,Pending,6761 Elm St,PayPal
4429,6480,2020-01-24 00:00:00,Books,Product_326,4,172.77,691.08,Completed,3924 Pine St,PayPal
4430,4976,2021-07-26 00:00:00,Toys,Product_426,9,457.78,4120.02,Pending,342 Elm St,Debit Card
4431,1020,2022-03-29 00:00:00,Sports,Product_410,2,455.13,910.26,Pending,1316 Elm St,PayPal
4432,9912,2021-11-01 00:00:00,Home,Product_56,8,311.28,2490.24,Shipped,3990 Pine St,Debit Card
4433,6204,2022-04-22 00:00:00,Electronics,Product_608,8,356.56,2852.48,Processing,6141 Main St,Cash
4434,9548,2023-06-25 00:00:00,Home,Product_115,4,97.16,388.64,Completed,3917 Elm St,PayPal
4435,5084,2020-01-19 00:00:00,Food,Product_629,1,490.69,490.69,Processing,9515 Maple St,Debit Card
4436,5093,2022-08-12 00:00:00,Books,Product_104,10,84.52,845.2,Shipped,9020 Pine St,Bank Transfer
4437,2133,2021-02-14 00:00:00,Food,Product_300,1,96.52,96.52,Processing,6332 Maple St,Bank Transfer
4438,4517,2022-09-14 00:00:00,Clothing,Product_689,9,400.27,3602.43,Completed,7222 Maple St,Credit Card
4439,7404,2023-02-23 00:00:00,Automotive,Product_984,6,426.9,2561.4,Cancelled,3331 Elm St,Bank Transfer
4440,1664,2021-08-11 00:00:00,Garden,Product_232,3,177.11,531.33,Cancelled,5605 Elm St,Bank Transfer
4441,7096,2020-11-24 00:00:00,Garden,Product_277,6,161.3,967.8,Cancelled,5507 Maple St,PayPal
4442,4681,2023-12-21 00:00:00,Toys,Product_498,6,174.8,1048.8,Pending,6550 Oak St,Cash
4443,1715,2021-09-27 00:00:00,Electronics,Product_305,5,275.13,1375.65,Shipped,152 Oak St,Credit Card
4444,5171,2021-06-07 00:00:00,Beauty,Product_47,4,497.21,1988.84,Pending,9790 Oak St,Debit Card
4445,3795,2020-07-28 00:00:00,Food,Product_495,2,17.62,35.24,Shipped,1485 Main St,Bank Transfer
4446,7039,2023-07-05 00:00:00,Electronics,Product_210,4,63.73,254.92,Shipped,7818 Pine St,Bank Transfer
4447,2735,2022-12-29 00:00:00,Electronics,Product_127,1,345.1,345.1,Shipped,4280 Pine St,PayPal
4448,7935,2020-07-12 00:00:00,Toys,Product_962,2,141.87,283.74,Shipped,2586 Elm St,PayPal
4449,6497,2023-07-22 00:00:00,Electronics,Product_569,1,34.11,34.11,Completed,4000 Elm St,Debit Card
4450,5656,2022-04-23 00:00:00,Sports,Product_645,9,348.63,3137.67,Processing,6953 Maple St,Cash
4451,6718,2020-03-05 00:00:00,Clothing,Product_733,6,159.15,954.9,Cancelled,372 Pine St,Credit Card
4452,530,2023-09-15 00:00:00,Books,Product_187,8,252.31,2018.48,Cancelled,7936 Oak St,Bank Transfer
4453,6494,2023-11-02 00:00:00,Home,Product_460,2,199.01,398.02,Processing,9478 Maple St,Cash
4454,9882,2022-06-17 00:00:00,Clothing,Product_297,8,106.61,852.88,Shipped,1707 Maple St,PayPal
4455,232,2022-07-14 00:00:00,Toys,Product_131,7,243.97,1707.79,Completed,1359 Maple St,PayPal
4456,6344,2020-04-19 00:00:00,Beauty,Product_509,7,335.0,2345.0,Shipped,8104 Pine St,Bank Transfer
4457,116,2020-06-22 00:00:00,Automotive,Product_168,7,264.96,1854.72,Pending,7177 Pine St,Bank Transfer
4458,6513,2023-03-01 00:00:00,Books,Product_174,4,288.04,1152.16,Processing,475 Main St,Cash
4459,2498,2020-06-07 00:00:00,Sports,Product_957,5,278.66,1393.3,Cancelled,651 Maple St,Debit Card
4460,7674,2020-03-22 00:00:00,Sports,Product_691,4,25.64,102.56,Completed,6228 Main St,Cash
4461,8271,2020-02-28 00:00:00,Sports,Product_553,7,464.25,3249.75,Pending,8303 Maple St,Bank Transfer
4462,9135,2022-04-13 00:00:00,Books,Product_798,2,30.82,61.64,Cancelled,7237 Oak St,Debit Card
4463,834,2020-05-09 00:00:00,Automotive,Product_91,2,393.75,787.5,Pending,5059 Pine St,Cash
4464,1952,2021-08-04 00:00:00,Beauty,Product_397,2,253.2,506.4,Processing,1707 Maple St,Cash
4465,8542,2020-05-23 00:00:00,Electronics,Product_756,2,401.53,803.06,Pending,9830 Oak St,Cash
4466,7065,2022-11-10 00:00:00,Sports,Product_820,8,233.14,1865.12,Pending,7128 Main St,Credit Card
4467,1294,2020-12-18 00:00:00,Clothing,Product_180,9,380.03,3420.27,Processing,9539 Maple St,Credit Card
4468,3849,2022-08-22 00:00:00,Beauty,Product_469,2,381.58,763.16,Completed,3582 Main St,Debit Card
4469,3626,2022-04-20 00:00:00,Home,Product_568,2,113.77,227.54,Pending,4492 Maple St,PayPal
4470,9578,2021-06-15 00:00:00,Food,Product_119,4,261.89,1047.56,Shipped,8795 Maple St,Debit Card
4471,2723,2022-07-07 00:00:00,Books,Product_173,10,407.41,4074.1,Shipped,9042 Elm St,Cash
4472,1974,2023-11-07 00:00:00,Sports,Product_941,1,20.66,20.66,Cancelled,7616 Maple St,Cash
4473,1864,2021-10-12 00:00:00,Garden,Product_540,4,80.9,323.6,Shipped,3328 Maple St,Bank Transfer
4474,9202,2020-02-08 00:00:00,Garden,Product_787,9,340.7,3066.3,Completed,4685 Elm St,Debit Card
4475,7393,2022-04-09 00:00:00,Home,Product_43,3,306.95,920.85,Shipped,8940 Oak St,Cash
4476,9848,2023-12-14 00:00:00,Automotive,Product_333,5,398.45,1992.25,Pending,9438 Pine St,Debit Card
4477,6796,2020-09-20 00:00:00,Sports,Product_536,1,24.4,24.4,Cancelled,9072 Elm St,Bank Transfer
4478,6218,2023-11-14 00:00:00,Toys,Product_779,5,382.53,1912.65,Shipped,5453 Oak St,Bank Transfer
4479,5589,2022-08-28 00:00:00,Books,Product_958,2,177.72,355.44,Cancelled,2823 Oak St,Cash
4480,2349,2021-08-13 00:00:00,Clothing,Product_906,10,161.38,1613.8,Completed,4700 Main St,Bank Transfer
4481,5523,2021-03-02 00:00:00,Food,Product_786,8,328.65,2629.2,Completed,4011 Pine St,Bank Transfer
4482,7354,2022-11-15 00:00:00,Clothing,Product_348,5,97.9,489.5,Processing,5120 Oak St,Cash
4483,7036,2023-11-14 00:00:00,Clothing,Product_917,9,73.2,658.8,Shipped,370 Maple St,PayPal
4484,3140,2023-07-11 00:00:00,Automotive,Product_325,1,48.77,48.77,Processing,1958 Elm St,Bank Transfer
4485,1012,2020-09-06 00:00:00,Food,Product_268,2,154.81,309.62,Pending,9086 Oak St,Bank Transfer
4486,1353,2020-03-06 00:00:00,Food,Product_829,6,435.96,2615.76,Processing,4068 Main St,Credit Card
4487,740,2022-10-14 00:00:00,Sports,Product_787,6,346.14,2076.84,Processing,2101 Pine St,Cash
4488,7141,2021-12-27 00:00:00,Home,Product_975,1,238.95,238.95,Cancelled,9197 Elm St,Bank Transfer
4489,5629,2021-10-27 00:00:00,Food,Product_722,4,428.07,1712.28,Processing,2287 Elm St,Debit Card
4490,8058,2023-07-03 00:00:00,Food,Product_240,7,348.7,2440.9,Shipped,5952 Main St,Debit Card
4491,7450,2023-09-07 00:00:00,Food,Product_987,8,430.39,3443.12,Cancelled,7896 Pine St,Credit Card
4492,2864,2021-06-13 00:00:00,Books,Product_573,6,461.81,2770.86,Pending,2533 Maple St,Bank Transfer
4493,112,2020-12-19 00:00:00,Automotive,Product_835,1,369.35,369.35,Completed,6120 Oak St,Debit Card
4494,7129,2021-10-29 00:00:00,Toys,Product_869,5,337.48,1687.4,Shipped,9928 Main St,Cash
4495,9825,2021-08-02 00:00:00,Beauty,Product_752,5,314.53,1572.65,Cancelled,3154 Oak St,PayPal
4496,4083,2020-09-13 00:00:00,Books,Product_502,8,146.32,1170.56,Pending,6418 Pine St,PayPal
4497,5624,2022-02-09 00:00:00,Garden,Product_498,5,281.1,1405.5,Cancelled,9104 Main St,Debit Card
4498,5044,2021-12-23 00:00:00,Electronics,Product_538,5,341.43,1707.15,Cancelled,3381 Oak St,Cash
4499,7310,2022-06-28 00:00:00,Automotive,Product_623,10,358.57,3585.7,Processing,3384 Maple St,PayPal
4500,9738,2021-10-22 00:00:00,Clothing,Product_831,1,251.69,251.69,Processing,7059 Main St,Credit Card
4501,5602,2022-09-15 00:00:00,Clothing,Product_239,4,294.37,1177.48,Completed,2111 Oak St,PayPal
4502,510,2020-05-24 00:00:00,Books,Product_378,2,90.15,180.3,Completed,6774 Pine St,Cash
4503,1528,2021-02-04 00:00:00,Sports,Product_313,8,254.73,2037.84,Completed,6153 Main St,Cash
4504,4600,2020-04-01 00:00:00,Toys,Product_283,2,176.5,353.0,Shipped,4780 Elm St,Bank Transfer
4505,5757,2020-11-09 00:00:00,Beauty,Product_835,2,24.58,49.16,Completed,7414 Main St,Credit Card
4506,1690,2020-11-06 00:00:00,Clothing,Product_321,3,147.55,442.65,Completed,3697 Elm St,Credit Card
4507,1135,2023-11-04 00:00:00,Sports,Product_677,6,222.37,1334.22,Processing,7620 Elm St,PayPal
4508,842,2020-03-29 00:00:00,Automotive,Product_215,5,10.78,53.9,Completed,9692 Pine St,Cash
4509,6552,2020-05-30 00:00:00,Electronics,Product_429,6,102.31,613.86,Shipped,181 Elm St,Bank Transfer
4510,7002,2020-03-31 00:00:00,Food,Product_245,7,460.47,3223.29,Processing,557 Oak St,Debit Card
4511,3342,2023-10-09 00:00:00,Automotive,Product_714,5,412.2,2061.0,Shipped,9638 Pine St,Bank Transfer
4512,2734,2023-11-25 00:00:00,Home,Product_568,4,188.5,754.0,Completed,6822 Main St,PayPal
4513,9611,2021-04-25 00:00:00,Beauty,Product_175,4,433.57,1734.28,Shipped,4720 Elm St,Cash
4514,9065,2021-08-22 00:00:00,Electronics,Product_216,2,240.03,480.06,Shipped,6153 Oak St,Bank Transfer
4515,3219,2022-04-25 00:00:00,Food,Product_133,2,282.67,565.34,Pending,4833 Main St,PayPal
4516,383,2021-06-12 00:00:00,Home,Product_314,6,15.42,92.52,Cancelled,6124 Pine St,Bank Transfer
4517,272,2020-12-01 00:00:00,Sports,Product_316,9,142.98,1286.82,Shipped,5311 Elm St,Credit Card
4518,6519,2022-11-13 00:00:00,Beauty,Product_28,10,155.23,1552.3,Processing,9780 Maple St,PayPal
4519,1015,2023-06-11 00:00:00,Automotive,Product_727,8,375.18,3001.44,Pending,3464 Pine St,PayPal
4520,5640,2023-11-25 00:00:00,Toys,Product_198,6,255.61,1533.66,Shipped,9257 Elm St,PayPal
4521,348,2022-09-14 00:00:00,Home,Product_789,9,221.96,1997.64,Processing,5686 Maple St,PayPal
4522,5991,2023-10-02 00:00:00,Sports,Product_722,9,452.03,4068.27,Pending,4707 Elm St,PayPal
4523,160,2021-01-31 00:00:00,Beauty,Product_403,7,285.63,1999.41,Completed,8244 Main St,Cash
4524,3766,2021-05-16 00:00:00,Automotive,Product_494,7,238.84,1671.88,Cancelled,4990 Oak St,Debit Card
4525,5427,2021-06-22 00:00:00,Home,Product_993,4,426.03,1704.12,Shipped,7619 Elm St,PayPal
4526,6006,2021-05-21 00:00:00,Food,Product_721,8,474.01,3792.08,Pending,6590 Pine St,Bank Transfer
4527,9373,2020-11-12 00:00:00,Books,Product_605,1,299.28,299.28,Completed,4350 Main St,Debit Card
4528,5362,2023-01-20 00:00:00,Home,Product_409,6,460.96,2765.76,Pending,693 Maple St,Credit Card
4529,6702,2020-03-01 00:00:00,Beauty,Product_427,2,309.05,618.1,Shipped,8113 Maple St,PayPal
4530,1678,2020-04-21 00:00:00,Toys,Product_592,2,190.4,380.8,Completed,3716 Pine St,Bank Transfer
4531,5625,2021-03-06 00:00:00,Garden,Product_96,7,57.72,404.04,Processing,7609 Elm St,Bank Transfer
4532,2413,2020-05-16 00:00:00,Beauty,Product_477,8,175.54,1404.32,Pending,9263 Main St,Credit Card
4533,9169,2021-08-20 00:00:00,Garden,Product_545,8,333.84,2670.72,Pending,8315 Elm St,Credit Card
4534,8398,2021-12-09 00:00:00,Clothing,Product_565,10,203.23,2032.3,Cancelled,5115 Elm St,PayPal
4535,2042,2022-02-11 00:00:00,Food,Product_1000,2,205.39,410.78,Shipped,4831 Pine St,PayPal
4536,4091,2022-03-21 00:00:00,Electronics,Product_404,9,130.85,1177.65,Completed,8554 Oak St,Cash
4537,5752,2022-01-16 00:00:00,Clothing,Product_45,7,284.47,1991.29,Processing,6827 Pine St,Credit Card
4538,6307,2023-04-06 00:00:00,Books,Product_834,1,248.65,248.65,Cancelled,2154 Pine St,PayPal
4539,9434,2020-09-19 00:00:00,Clothing,Product_195,10,241.53,2415.3,Shipped,1807 Maple St,Cash
4540,1823,2020-06-14 00:00:00,Books,Product_722,7,198.02,1386.14,Cancelled,8948 Elm St,Credit Card
4541,4718,2020-03-01 00:00:00,Home,Product_9,7,379.45,2656.15,Completed,4650 Oak St,Credit Card
4542,8867,2020-12-21 00:00:00,Electronics,Product_955,6,237.25,1423.5,Completed,233 Elm St,Bank Transfer
4543,5382,2020-02-10 00:00:00,Electronics,Product_560,5,89.17,445.85,Cancelled,9156 Oak St,Debit Card
4544,3803,2020-09-28 00:00:00,Automotive,Product_5,1,285.16,285.16,Pending,9755 Maple St,Credit Card
4545,415,2022-09-18 00:00:00,Sports,Product_420,4,433.11,1732.44,Processing,2703 Pine St,PayPal
4546,4276,2023-06-11 00:00:00,Food,Product_755,10,26.51,265.1,Shipped,4181 Oak St,PayPal
4547,7245,2022-02-17 00:00:00,Home,Product_681,3,114.74,344.22,Pending,5008 Oak St,Credit Card
4548,8518,2023-12-30 00:00:00,Automotive,Product_409,7,83.05,581.35,Shipped,4722 Pine St,Bank Transfer
4549,1741,2020-10-27 00:00:00,Sports,Product_265,10,194.66,1946.6,Processing,6378 Pine St,Bank Transfer
4550,6540,2020-12-29 00:00:00,Beauty,Product_627,10,447.47,4474.7,Processing,9896 Elm St,PayPal
4551,7462,2022-05-17 00:00:00,Clothing,Product_479,9,345.28,3107.52,Shipped,4038 Elm St,Bank Transfer
4552,5322,2020-09-09 00:00:00,Books,Product_779,10,450.27,4502.7,Shipped,5646 Maple St,Bank Transfer
4553,6634,2020-03-18 00:00:00,Clothing,Product_211,1,101.86,101.86,Pending,7726 Pine St,Bank Transfer
4554,6419,2020-05-26 00:00:00,Clothing,Product_584,9,229.81,2068.29,Shipped,3336 Main St,Credit Card
4555,3016,2022-04-10 00:00:00,Home,Product_369,4,184.83,739.32,Completed,762 Pine St,PayPal
4556,1444,2021-04-13 00:00:00,Toys,Product_518,7,25.84,180.88,Shipped,7724 Pine St,Debit Card
4557,3282,2022-12-29 00:00:00,Automotive,Product_133,5,288.55,1442.75,Pending,1414 Maple St,Credit Card
4558,3444,2020-05-08 00:00:00,Garden,Product_905,1,66.76,66.76,Processing,281 Pine St,PayPal
4559,7737,2021-11-22 00:00:00,Sports,Product_186,6,118.99,713.94,Cancelled,3838 Main St,Credit Card
4560,8524,2021-11-07 00:00:00,Automotive,Product_398,6,385.49,2312.94,Cancelled,8679 Pine St,Debit Card
4561,113,2022-10-07 00:00:00,Toys,Product_647,9,49.82,448.38,Shipped,6132 Main St,Bank Transfer
4562,9356,2021-10-01 00:00:00,Books,Product_251,7,394.31,2760.17,Completed,764 Oak St,Bank Transfer
4563,1815,2020-06-20 00:00:00,Beauty,Product_107,10,150.25,1502.5,Processing,3325 Oak St,Bank Transfer
4564,266,2023-06-29 00:00:00,Toys,Product_169,5,475.13,2375.65,Pending,1158 Elm St,Bank Transfer
4565,6175,2023-09-23 00:00:00,Automotive,Product_484,8,23.96,191.68,Completed,5136 Pine St,PayPal
4566,814,2023-12-07 00:00:00,Automotive,Product_847,2,261.84,523.68,Shipped,8952 Pine St,Bank Transfer
4567,5907,2021-04-01 00:00:00,Electronics,Product_37,3,92.54,277.62,Shipped,7157 Elm St,Cash
4568,7476,2022-03-29 00:00:00,Food,Product_217,7,171.97,1203.79,Processing,4490 Pine St,Bank Transfer
4569,4869,2021-10-04 00:00:00,Food,Product_86,5,103.66,518.3,Processing,4269 Main St,Cash
4570,6552,2021-09-06 00:00:00,Beauty,Product_595,7,32.11,224.77,Cancelled,5816 Main St,PayPal
4571,8510,2021-06-15 00:00:00,Home,Product_47,9,425.68,3831.12,Pending,7159 Maple St,Credit Card
4572,2911,2022-06-05 00:00:00,Food,Product_650,6,437.74,2626.44,Cancelled,1411 Pine St,Debit Card
4573,8789,2020-10-20 00:00:00,Toys,Product_408,9,271.89,2447.01,Shipped,4007 Oak St,Bank Transfer
4574,865,2021-05-02 00:00:00,Garden,Product_404,2,59.72,119.44,Shipped,5217 Main St,Cash
4575,2254,2023-06-07 00:00:00,Beauty,Product_416,6,145.35,872.1,Processing,6409 Pine St,Debit Card
4576,1066,2022-03-07 00:00:00,Electronics,Product_536,10,335.24,3352.4,Pending,561 Oak St,Debit Card
4577,4668,2022-06-25 00:00:00,Automotive,Product_473,1,303.93,303.93,Completed,388 Main St,Bank Transfer
4578,1453,2022-07-02 00:00:00,Food,Product_538,5,48.05,240.25,Processing,9825 Main St,Cash
